timestamp,aluminium_aerosol(kg),aluminium_can(kg),aluminium_other(kg),battery(kg),book(kg),bottlecap(kg),card_corrugated(kg),card_greyboard(kg),coffeecuplid(kg),composite_cup_drink(kg),composite_cup_food(kg),container_clear(kg),container_fragment_black(kg),container_fragment_coloured(kg),container_fragment_white(kg),container_lid_black(kg),container_lid_coloured(kg),container_lid_white(kg),container_pot_black(kg),container_pot_coloured_food(kg),container_pot_coloured_nonfood(kg),container_pot_white_circle(kg),container_pot_white_rectangle(kg),container_tray_black(kg),container_tray_coloured_matte(kg),container_tray_coloured_shiny(kg),container_tray_white(kg),container_tub_black(kg),container_tub_coloured(kg),container_tub_white_dairyspread(kg),container_tub_white_other(kg),fabric(kg),facemask(kg),fibre_mixed(kg),film_black(kg),film_bottlelabel(kg),film_bubblewrap(kg),film_clear(kg),film_clear_printed(kg),film_coloured(kg),film_coloured_printed(kg),film_filledbag(kg),film_metallised(kg),fine(kg),generalwaste(kg),glass_bottle_brown(kg),glass_bottle_clear(kg),glass_bottle_green(kg),glass_cullet_brown(kg),glass_cullet_clear(kg),glass_cullet_green(kg),glass_other(kg),hdpe_bottle_coloured_food(kg),hdpe_bottle_coloured_nonfood(kg),hdpe_bottle_natural_food(kg),hdpe_bottle_natural_nonfood(kg),magazine(kg),magazine(kg),metal_other(kg),newspaper_complete(kg),newspaper_sheet(kg),paper_glossygraphic_coloured(kg),paper_kraft_brown(kg),paper_office_coloured(kg),paper_office_white(kg),paper_other(kg),paper_tissue_blue(kg),paper_tissue_white(kg),pet_bottle_brown_food(kg),pet_bottle_clear_food(kg),pet_bottle_clear_food_covered(kg),pet_bottle_clear_nonfood(kg),pet_bottle_clear_nonfood_covered(kg),pet_bottle_coloured_nonfood(kg),pet_bottle_darkblue_food(kg),pet_bottle_green_food(kg),pet_bottle_lightblue_food(kg),pet_bottle_othercolour_food(kg),pet_bottle_white_food(kg),plastic_bottle_black(kg),plastic_bottle_coloured_yoghurt(kg),plastic_bottle_natural_yoghurt(kg),plastic_other(kg),plastic_other_black(kg),ps_styrofoam(kg),sanitary(kg),steel_can(kg),tetrapak_carton(kg),tetrapak_carton(kg),weee(kg),wipe
2024-09-18 06:00,0,24.178,29.77,0,0.560000000000001,7.257,6.4034,187.424,0.279,8.37,2.58,366.81,2.192,5.32,12.804,0.864,7.92,18.744,2.336,2.48,3.744,87.372,0.42,18.192,6.128,1.92,35.724,0,0.464,1.2,0.396,12.3,0,0.02647,11.2208,10.7561,1.5056,-182.64,109.913,64.876,153.288,22.5,11.441,0.04912,61.95,0,0,0,0,4.4578,0,0,11.64,40.725,2.49,9.66,1.9,1.9,2.54,0,0.10586,0.80154,3.3907,0.28821,7.8121,0,0,2.0819,0,133.35,15.9,15.312,11.175,14.587,16.7,21.775,31.45,0,38.575,10.78,1.096,0.152,128.38,34.35,137.17,47.2,9.102,11.97,11.97,4,0.19935
2024-09-18 07:00,0,15.988,22.48,0,0.4,5.04300000000001,3.5287,135.565,0.216,6.91999999999999,1.62,288.07,1.272,3.784,13.242,0.64,5.408,14.268,1.92,2.096,3.392,69.42,0.312,12.096,6.912,1.52,22.812,0,0.432,0.96,0.24,9.78,0,0.73284,8.8768,8.1491,1.0094,-141.61,86.963,52.24,124.632,13,9.2774,0.03974,49.47,0,0,0,0,3.3038,0,0,6,29.88,2.19,6.216,0.2,0.2,2.04,0,0.079138,0.16137,4.0733,0.50645,5.9903,0.100024,0,1.7957,0,91.4500000000001,10.1,10.527,6.95,9.91800000000001,8.97500000000001,9.45000000000002,21.975,0,20.325,7.88,0.864,0.16,105.1,25.57,100.6,36.8,6.88200000000001,11.725,11.725,6,0.058198
2024-09-18 08:00,0,4.08799999999999,7.06999999999999,0,0.08,1.77,1.801,32.3499999999999,0.054,1.25,0.299999999999999,64.8800000000001,0.279999999999999,0.832000000000001,2.532,0.128,1.12,2.66399999999999,0.495999999999999,1.36,0.271999999999998,15.0839999999999,0.036,3.008,0.687999999999995,0.416,6.50399999999999,0,0.032,0.168,0.036,2.52,0,0.28712,1.678,2.14710000000001,0.4635,-37.71,21.534,12.7139999999999,23.326,3,2.4791,0.00824,13.56,0,0,0,0,0.923399999999994,0,0,1.14,5.94,0.239999999999998,1.176,0.3,0.3,1.12,0,0.032493,0.02927,0.690200000000001,0.12909,6.1183,0.01029,0,0.517299999999999,0,24.05,2.325,2.523,1.69999999999999,1.566,1.64999999999999,2.02499999999998,5.10000000000002,0,5.09999999999999,1.36,0.16,0.04,25.55,11.17,65.853,6.39999999999998,5.69799999999999,2.765,2.765,3.25,0.069868
2024-09-18 09:00,0,0,0,0,0,0,0,0,0,0,0,0.009999999999764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004999999999995,0,0,0,0,0,0
2024-09-18 10:00,0,8.76400000000001,13.57,0,0.32,3.504,1.8595,68.9100000000001,0.105,2.59,0.720000000000001,138.93,0.632000000000001,1.84,4.71000000000001,0.416,2.752,7.04400000000001,0.671999999999999,1.44,0.896000000000001,35.1600000000001,0.24,6.304,2.512,0.623999999999999,16.428,0,0.224,0.444,0.12,4.31999999999999,0,0.41598,4.0556,9.74639999999999,0.474600000000001,-70.4599999999998,46.019,22.831,58.9399999999999,10.5,4.9954,0.01685,24.09,0,0,0,0,1.3641,0,0,4.41,18.72,0.899999999999999,2.604,0.4,0.4,2.86,0,0.104142,0.11503,0.8781,0.27139,3.0911,0,0,0.815799999999999,0,52.375,5.2,5.771,4.22500000000001,4.72699999999999,4.075,7.75,9.97499999999999,0,12.55,4.78,0.368,0.056,41.12,11.11,45.481,18.2,3.33,4.97,4.97,2,0.080771
2024-09-18 11:00,0,14.91,31.55,0,1.52,5.547,5.8857,127.86,0.294,8.54,2.38,245.89,2.112,4.496,12.072,0.496,5.344,14.7,1.792,2.304,2.192,75.7439999999999,0.3,16.128,4.688,1.088,38.952,0,0.448,0.972,0.24,13.08,0,2.38413,14.7714,14.1598,3.1875,-295.97,127.793,132.092,157.77,40,9.4919,0.03956,56.25,0,0,0,0,3.7147,0,0,11.13,33.03,2.37,7.98,0.2,0.2,3.36,0,0.090447,0.16399,2.6416,0.29422,7.21430000000001,0,0,1.8941,0,150.25,11.425,12.064,9.675,15.196,13.475,21.125,36.875,0,31.025,11.58,0.871999999999999,0.08,88.12,19.24,110.835,63.8,11.396,11.06,11.06,8,0.10713
2024-09-18 12:00,0,8.946,16.98,0,1.52,2.913,3.4773,60.0900000000001,0.132,4.99,1.2,121.2,1.136,2.27200000000001,4.122,0.32,2.624,5.58000000000001,1.2,1.056,0.975999999999999,33.5160000000001,0.168,9.84,1.824,0.527999999999999,16.608,0,0.208,0.48,0.192,11.4,0,0.65364,8.559,5.52029999999999,1.3691,-91.7000000000001,53.673,52.2910000000001,70.98,10,4.0822,0.01606,30.9,0,0,0,0,2.6588,0,0,6.57000000000001,17.1,1.41,3.06599999999999,0.5,0.5,2.56,0,0.034497,0.03751,0.920200000000001,0.30268,3.17739999999999,0,0,0.840599999999998,0,56.0800000000002,5.14999999999998,6.119,4.40000000000001,8.294,3.72500000000001,10.2,11.925,0,15.775,6.26000000000001,0.504000000000001,0.064,45.0700000000001,9.97000000000003,61.3199999999999,38.4,5.476,6.125,6.125,3.75,0.09753
2024-09-18 13:00,0,21.98,47.71,0,1.76,6.873,9.3106,173.64,0.411,12.85,2.56,377.87,3.096,5160000,11.244,0.768,6.46400000000001,18.036,2.352,3.264,2.08,82.548,0.384,24.384,5.152,2.192,51.924,0,0.4,1.164,0.504,16.8,0,0.256279999999999,12.936,12.597,2.7214,-242.18,147.73,114.182,183.39,34,13.4029,0.04134,85.41,0,0,0,0,5.97940000000001,0,0,18.9,48.78,3.3,11.256,1.1,1.1,4.66,0,0.100775,0.52372,3.5079,0.4173,9.97380000000001,0.034578,0,2.3088,0,176.02,14.725,17.777,14.825,20.967,10.675,35.275,33.9,0,42.15,18.2,1.304,0.256,114.51,30.85,154.63,103.2,12.728,19.005,19.005,12.5,0.19001
2024-09-18 14:00,0,20.006,36.82,0,1.44,9.20700000000001,6.34399999999999,160.09,0.288,10.52,2.04,292.78,2.456,4.776,9.60599999999999,0.736,7.05599999999999,16.344,1.952,3.072,2.128,66.336,0.408,19.904,4.912,1.808,33.48,0,0.304,0.756,0.276,19.92,0,0.16155,16.265,16.45,3.8016,-258.04,134.09,121.188,163.71,26,11.339,0.0431,75.84,0,0,0,0,6.3109,0,0,13.86,37.215,2.19,8.44200000000001,2.5,2.5,4.18,0,0.11474,0.80762,3.2169,0.36097,8.595,0.067247,0,2.0405,0,140.22,19.975,12.586,11.475,17.11,11.075,22.625,31.7,0,32.825,12.62,1.008,0.176,112.6,26.47,146.75,72,11.544,17.29,17.29,5.5,0.12779
2024-09-18 15:00,0,17.864,31.64,0,2.16,7.827,7.0073,190.64,0.348,10.64,2.44,356.32,2.24,5.104,11.742,0.720000000000001,8.67200000000001,19.116,3.04,3.232,3.744,84.2159999999999,0.516,17.856,5.36,1.68,31.296,0,0.367999999999999,1.116,0.456,15.24,0,0.58005,11.649,15.596,3.2634,-214.12,128.28,67.56,170.19,20,12.689,0.0459,71.73,0,0,0,0,5.7452,0,0,10.74,54.54,2.04,11.508,0.5,0.5,3.12,0,0.15393,0.418769999999999,2.4352,0.61151,9.61749999999999,0,0,2.0713,0,116.58,14.25,13.746,10.75,13.746,12.725,21.275,20.075,0,30.675,12.02,1.208,0.44,137.3,29.71,200.35,51.8000000000001,10.952,13.3,13.3,7,0.11996
2024-09-18 16:00,0,0.18199999999996,0.860000000000014,0,0.08,0.290999999999997,0.080200000000005,7.11000000000013,0.009,0.400000000000006,0.059999999999999,18.5,0.039999999999999,0.263999999999996,0.419999999999988,0,0.495999999999995,0.948000000000008,0.128,0.064,0.224,3.82800000000009,0.024,0.640000000000015,0.352000000000004,0.047999999999998,1.30799999999999,0,0.016,0.072000000000001,0.024,1.01999999999998,0,0,0.769999999999982,0.569999999999993,0.3477,-11.2600000000002,7.17000000000007,5.06999999999994,9.33000000000015,0.5,0.579000000000008,0.00173,2.37,0,0,0,0,0.133800000000008,0,0,0.330000000000012,1.80000000000001,0.029999999999998,0.671999999999997,0,0,0.100000000000001,0,0.01374,0,0.068799999999996,0.046589999999999,0.222000000000008,0,0,0.0886,0,5.89999999999986,0.5,0.492999999999995,0.299999999999997,0.695999999999998,0.549999999999983,0.550000000000011,1.35000000000002,0,1.40000000000003,0.5,0.048,0.008,5.29000000000019,0.830000000000041,6.29999999999995,1.39999999999998,0.22199999999998,0.280000000000001,0.280000000000001,0.5,0.01633
2024-09-18 17:00,0,3.79400000000004,9.81999999999999,0,0.640000000000001,2.583,2.0694,48.3099999999999,0.096,2.25999999999999,0.580000000000002,127.54,0.736000000000001,1.65600000000001,2.982,0.16,2.64,6.30000000000001,0.687999999999999,1.184,0.687999999999999,29.304,0.12,6.54399999999998,1.504,0.848000000000003,14.916,0,0.112,0.336,0.108,4.5,0,0.34538,4.69800000000001,3.29400000000001,0.7881,-66.2599999999998,45.8499999999999,23.53,58.28,8.5,4.279,0.01167,25.7099999999999,0,0,0,0,1.55419999999999,0,0,3.41999999999999,14.22,0.809999999999999,3.024,0.1,0.1,0.780000000000001,0,0.05226,0.022840000000001,0.694000000000003,0.06798,3.24599999999999,0,0,0.711300000000001,0,35.8700000000001,4.40000000000001,4.11800000000002,3.925,4.988,3.07500000000002,6.80000000000001,7.54999999999995,0,12.675,4.57999999999998,0.504,0.128,38.9399999999998,8.41999999999996,52.8300000000002,22.2,2.072,5.32000000000002,5.32000000000002,3.75,0.10413
2024-09-18 18:00,0,17.822,39.63,0,2.08,7.788,11.5471,195.73,0.417,11.04,2.62,305.679999999999,3.056,5.88799999999999,16.254,0.719999999999999,7.136,18.324,1.984,4.32,2.704,98.9480000000001,0.444,20.224,4.432,1.856,39.204,0,0.448,0.984,0.312,16.68,0,0.68573,14.361,13.999,4.6109,-278.76,133.11,112.28,181.25,36,14.913,0.06727,90.39,0,0,0,0,6.9314,0,0,13.26,40.995,2.85,10.332,1.5,1.5,4.14,0,0.19825,0.4566,3.4496,0.56074,11.361,0.215378,0,2.3514,0,157.21,12.95,15.805,10.2,19.836,21.15,30.525,31.825,0,34.6,13.86,1.248,0.128,162.06,32.7,189.73,84.4,10.804,14.875,14.875,15,0.14068
2024-09-18 19:00,0,16.464,33.88,0,2.72,5.81100000000001,11.3093,185.27,0.774,11.53,2,259.31,2.416,4.96000000000001,14.574,0.576000000000001,7.21600000000001,17.82,3.584,2.704,2.16,97.25,0.42,16.64,4.08,1.552,30.48,0,0.32,0.803999999999999,0.24,17.46,0,0.618729999999999,13.988,14.261,5.42590000000001,-277.44,143.48,104.12,177.93,25,15.951,0.04672,94.2300000000001,0,0,0,0,5.23620000000001,0,0,10.65,35.55,1.92,9.57599999999999,1.7,1.7,3.58,0,0.10726,0.47618,6.03440000000001,0.759,12.247,0,0,2.6388,0,107.32,10.8,14.529,9.5,16.675,8.95000000000002,22.6,19.475,0,28.375,11.86,0.92,0.128,159.09,32.27,145.56,65.1999999999999,12.21,16.975,16.975,12.75,0.40361
2024-09-18 20:00,0,9.43599999999998,24.4,0,0.879999999999999,5.09699999999999,5.081,109.93,0.357,8.81999999999999,1.6,179.2,1.408,2.944,9.774,0.448,4.73599999999999,11.748,1.536,2.48,1.568,61.8599999999999,0.288,10.864,2.944,0.720000000000002,20.736,0,0.239999999999999,0.432,0.108,14.16,0,1.29316,12.302,9.66399999999999,1.8337,-186.05,89.1899999999998,69.1600000000001,128.22,24.5,8.72800000000001,0.04366,53.25,0,0,0,0,5.47869999999999,0,0,9.81,32.6700000000001,3,8.35799999999999,1.5,1.5,2.88,0,0.26443,0.393,1.4252,0.39635,8.81100000000001,0,0,1.9657,0,108.72,7.02499999999998,10.179,7.5,11.977,9.90000000000001,13.525,23.625,0,22.075,9.84,0.664000000000002,0.184,99.5799999999999,19.67,97.6199999999999,65.4000000000001,6.88200000000001,9.03,9.03,11,0.10163
2024-09-18 21:00,0,19.04,34.87,0,1.28,6.774,6.753,159.75,0.936,11.23,2.6,284.45,2.312,5.01599999999999,17.46,0.767999999999999,6.44800000000001,19.5,2.704,3.72799999999999,2.608,98.6700000000001,0.396,14.144,3.98399999999999,1.552,35.904,0,0.32,0.936,0.324,17.4,0,0.083499999999999,10.383,12.217,2.29069999999999,-196.78,106.15,66,146.14,28,12.391,0.05457,67.6799999999998,0,0,0,0,5.572,0,0,12.72,32.9849999999999,2.04,9.828,0.899999999999999,0.899999999999999,3.28,0,0.1525,0.28524,2.298,0.627990000000001,11.634,0.056372,0,2.14239999999999,0,103.96,12.3,11.484,7.77500000000001,13.05,12.975,12.075,19.625,0,30.45,10.98,0.944000000000001,0.144,133.71,27.08,149.63,62.5999999999999,11.248,10.43,10.43,10,0.22168
2024-09-18 22:00,0,11.27,21.4200000000001,0,0.48,4.40400000000001,6.40199999999999,101.88,0.216,6.39000000000002,1.58,191.820000000001,1.384,3.672,13.02,0.448,4.208,13.08,1.408,2.368,1.712,68.1899999999998,0.132,9.392,2.91200000000001,1.04,26.7,0,0.208,0.552000000000001,0.228,11.64,0,1.0056,6.101,7.63800000000001,1.36660000000001,-147.66,78.3600000000001,54.25,103.99,21.5,7.62,0.04164,40.8600000000001,0,0,0,0,4.1585,0,0,9.66,22.5,1.23,6.21600000000001,0,0,2.34,0,0.08446,0.19669,2.1765,0.4184,9.798,0.065176,0,1.7432,0,72.3000000000002,8.17500000000001,8.32300000000001,6.47499999999999,9.19300000000001,9.42499999999998,7.85000000000002,18.225,0,23,7.13999999999999,0.855999999999998,0.112,88.0100000000002,15.41,79.5,43.8,7.178,6.19499999999999,6.19499999999999,6,0.07371
2024-09-18 23:00,0,21.364,30.5,0,0.559999999999999,5.889,6.357,165.94,0.239999999999999,10.8,2.18000000000001,276.53,1.936,4.03200000000001,13.164,0.640000000000001,6.14400000000001,14.328,1.92,2.992,2.88,78.5500000000002,0.312,13.68,4.14399999999999,1.328,28.9319999999999,0,0.256,0.803999999999999,0.276000000000001,18.66,0,1.0475,7.96899999999999,8.93799999999999,1.4584,-131.64,88.1500000000001,50.1599999999999,129.93,29,9.73499999999999,0.05171,56.0999999999999,0,0,0,0,5.55419999999999,0,0,12.66,31.23,1.62,9.28200000000001,0.899999999999999,0.899999999999999,3.73999999999999,0,0.08534,0.14678,2.721,0.330219999999999,7.80000000000001,0,0,2.2272,0,99.6999999999998,9.72499999999999,10.411,9.25,19.923,15.425,10.65,20.375,0,28.8,8.86000000000001,1.128,0.16,110.38,19.41,121.08,82.6000000000001,13.32,7.97999999999999,7.97999999999999,5.5,0.11585
2024-09-19 00:00,0,19.096,37.13,0,1.04,6.95999999999999,8.351,154.13,0.342000000000001,12.06,2.95999999999999,296,2.456,5.37599999999999,13.08,1.024,6.47999999999999,15.276,2.192,3.52,2.464,84.6599999999999,0.3,17.216,4.48,1.344,33.744,0,0.335999999999999,0.996000000000002,0.3,18.72,0,0.063599999999999,9.405,9.88900000000001,3.7261,-197.91,117.86,95.8200000000002,165.65,26,11.602,0.05298,69.3600000000001,0,0,0,0,5.218,0,0,15.78,36.63,2.58,9.786,0.400000000000002,0.400000000000002,4.24,0,0.16507,0.19463,2.8817,0.40775,8.90599999999998,0,0,2.30119999999999,0,115.75,12.7,19.285,11.25,17.139,18.975,18.375,27.6249999999999,0,37.2,11.72,1.184,0.184,122.92,22.14,144.93,80.3999999999999,12.876,12.285,12.285,9.75,0.11554
2024-09-19 01:00,0,19.67,41.61,0,0.719999999999999,7.61100000000002,8.04600000000002,183.53,0.426,12.27,3.12,331.76,2.48,5.46400000000001,15.36,0.48,6.608,19.116,2.208,3.328,2.72,93.21,0.408,16.064,5.904,1.312,46.524,0,0.304,0.947999999999997,0.42,23.46,0,0.705,10.747,11.85,2.9963,-219.18,119.16,91.8099999999999,169.21,33.5,10.7,0.05904,64.3799999999999,0,0,0,0,5.556,0,0,17.67,37.08,2.4,11.298,0.599999999999998,0.599999999999998,3.34,0,0.1418,0.08713,3.40759999999999,0.601940000000001,10.223,0,0,2.7824,0,156.05,13.75,14.79,10.4,19.082,35.425,32.55,36.075,0,39.1999999999999,13.1,1.488,0.176,121.68,20.7,131,85.8000000000002,13.542,9.87,9.87,9.25,0.13619
2024-09-19 02:00,0,21.14,30.8599999999999,0,0.96,5.511,4.19135,173.412,0.339,11.71,2.76,333.374,2.272,5.216,12.384,0.432,6.97600000000001,19.296,1.6,2.192,2.976,79.734,0.384,14,5.648,1.344,38.7,0,0.272,0.984,0.348,24.78,0,0,8.13894000000001,10.52,1.27647,-155.354,101.204,50.8829,138.304,17.5,8.70788,0.04532,56.16,0,0,0,0,4.29211,0,0,13.05,36.495,1.98,8.19,0.2,0.2,3.48,0,0.0852016,0.123234,2.38839,0.295377,6.63878000000001,0.227073,0,1.87222,0,130.175,12.3,11.165,9,13.137,17.225,15.75,19.15,0,32.6,9.18,1.08,0.168,102.54,18.59,118.26,72.4,12.876,10.185,10.185,6.5,0.109161
2024-09-19 03:00,0,21.224,39.47,0,1.36,6.627,6.65645,183.167,0.447,12.05,2.74,354.912,3.328,5.968,12.684,0.704,7.648,17.94,2.304,2.368,2.864,79.536,0.492,21.76,5.36,1.552,34.236,0,0.352,0.924,0.288,18.42,0,0.501647,11.58776,11.6824,1.93418,-175.519,120.616,62.7811,167.131,11.5,12.05822,0.04355,75.45,0,0,0,0,5.30776,0,0,12.9,32.895,2.16,10.836,0.7,0.7,4.8,0,0.1090414,0.239381,2.38124,0.391955,8.60312,0.069204,0,2.16461,0,116.3,13.1,13.34,12.3,14.819,10,21.375,17.625,0,33.6,12.82,1.336,0.184,130.48,27.37,149.884,76.8,13.172,15.925,15.925,8.75,0.182945
2024-09-19 04:00,0,23.87,33.9,0,0.64,4.923,4.2815,166.742,0.189,8.6,2.34,287.808,2.184,3.776,7.356,0.864,4.864,13.152,1.456,2.08,1.824,56.94,0.276,14.88,4.336,1.488,31.176,0,0.256,0.624,0.252,11.88,0,0.675903,7.6872,10.3737,1.13598,-154.824,91.145,54.333,121.145,18.5,8.2261,0.03841,54.63,0,0,0,0,5.88093,0,0,11.01,29.025,2.04,8.4,0.6,0.6,3.2,0,0.058224,0.153758,2.9078,0.264937,5.3884,0,0,1.91283,0,133.375,10.9,12.412,9.175,14.268,9.95,30.925,20.425,0,27,10.2,1.08,0.16,85.69,22.07,111.036,80,9.324,10.885,10.885,5.5,0.119073
2024-09-19 05:00,0,30.646,37.37,0,0.8,8.43,3.6596,184.417,0.273,12.11,2.54,296.256,2.792,4.544,11.058,0.672,5.28,15,1.84,2.72,2.704,72.636,0.336,17.92,4.112,1.296,34.476,0,0.352,0.84,0.336,15.66,0,0.44036,8.0717,10.1956,1.71726,-178.105,95.732,56.777,132.517,31,8.8626,0.0563,60.96,0,0,0,0,7.134,0,0,12.39,30.375,2.13,10.038,0.4,0.4,4.12,0,0.115571,0.095009,2.23944,0.411421,7.0906,0,0,1.8789,0,121.825,11.175,12.847,8.825,15.515,13.425,23.075,26.3,0,28.95,11.5,1.328,0.104,108.61,30.72,118.188,81.4,9.916,11.83,11.83,8.5,0.091101
2024-09-19 06:00,0,35.196,44.67,0,0.32,9.561,5.0407,229.966,0.417,15.28,3.58,378.86,3.816,6.016,12.864,0.544,6.992,19.56,2.56,3.504,3.312,86.7480000000001,0.516,24.88,6.144,2.096,43.404,0,0.368,0.816,0.456,21.3,0,1.1723,11.4063,10.6985,2.2869,-204.288,118.831,80.07,168.654,35,11.0309,0.06491,73.53,0,0,0,0,8.797,0,0,17.91,46.125,2.88,13.23,0.4,0.4,5.56,0,0.064386,0.187207,3.28073,0.55432,8.7732,0.061641,0,2.41354,0,195.45,16.075,17.69,14.875,25.259,19.3,39.1,43.35,0,36.125,17.86,1.48,0.272,141.78,37.13,144.815,106,14.726,12.845,12.845,8,0.214489
2024-09-19 07:00,0,21.406,42.95,0,1.36,7.329,7.1763,201.576,0.339,12.69,3.12,340.18,3.088,4.784,7.93800000000001,0.784,5.872,15.624,1.52,2.576,2.112,65.436,0.36,22.032,3.888,2.832,36.852,0,0.384,0.96,0.348,19.56,0,0.69054,12.1536,10.6983,2.49951,-215.95,119.522,102.694,162.655,30,11.4254,0.04043,70.68,0,0,0,0,7.2572,0,0,19.77,45.225,3.96,11.466,1.2,1.2,5.04,0,0.098966,0.091492,2.8114,0.67879,8.9803,0.017022,0,2.2193,0,186.225,15.4,18.096,13.275,27.173,18.375,45.8,40.975,0,34.15,16.64,1.248,0.328,107.67,22.36,142.119,111.8,12.95,11.935,11.935,8.25,0.166368
2024-09-19 08:00,0,20.552,42.64,0,1.36,8.517,5.5901,197.56,0.378,13.33,2.7,330.93,2.696,5.192,12.966,0.4,6.608,15.972,2.336,2.976,2.288,78.576,0.216,18.512,4.24,2,35.16,0,0.464,1.032,0.336,18.84,0,0.33822,10.3295,10.2491,2.3787,-222.88,116.122,103.253,164.044,33,11.9325,0.055,73.23,0,0,0,0,6.9526,0,0,16.71,45.63,3.21,12.096,1.1,1.1,5.02,0,0.086672,0.222719,3.7253,0.68073,12.9983,0.044662,0,2.2596,0,163.1,13.775,15.805,11.65,21.576,17.55,32.95,33.925,0,33.275,15.5,1.288,0.168,123.01,24.58,131.509,98,15.91,12.74,12.74,8.75,0.133903
2024-09-19 09:00,0,15.414,36.78,0,1.28,7.857,4.6418,138.6,0.375,10.95,2.6,313.77,3.136,4.824,14.976,1.04,7.424,17.004,2.4,2.72,2.784,85.308,0.456,20.544,4.88,1.44,28.968,0,0.336,0.96,0.432,14.82,0,0.11518,11.6772,11.7537,4.9445,-251.3,145.457,101.099,195.65,29.5,14.3157,0.04582,87.8100000000001,0,0,0,0,7.0179,0,0,12.81,34.605,1.5,10.08,0.4,0.4,4.26,0,0.120017,0.08546,2.0072,0.30457,8.18069999999999,0.063352,0,1.5878,0,126.45,15.225,15.051,11.4,16.443,13.15,21.125,24.75,0,32.9,11.84,1.072,0.232,123.8,22.43,182.299,56.4,13.616,10.5,10.5,6.75,0.27972
2024-09-19 10:00,0,20.482,39.96,0,1.04,10.413,5.7506,150.38,0.438,11.67,2.24,307.24,2.808,5.488,14.874,0.976,7.552,20.376,2.256,4.032,2.896,90.048,0.576,20.24,4.91200000000001,1.44,30.936,0,0.4,1.044,0.42,13.38,0,0.16288,8.76779999999999,11.4726,2.6616,-209.56,126.811,66.001,173.28,20,14.3027,0.06103,92.25,0,0,0,0,5.7975,0,0,13.17,40.815,2.43,11.634,0.3,0.3,9.08000000000001,0,0.107376,0.38954,1.9059,0.59629,11.6965,0.031471,0,1.896,0,116.98,13.175,14.935,10.875,15.718,12.1,17.475,21.475,0,31.5,12.44,1.384,0.288,150.42,31.58,151.04,64.8000000000001,15.466,11.725,11.725,7.25,0.12488
2024-09-19 11:00,0,22.344,40.25,0,2.24,8.904,7.9371,163.71,0.408,8.81,2.12,297.53,2.256,6.152,18.42,0.768,6.48,20.136,2.304,4.864,2.56,95.736,0.336,15.728,4.304,1.904,31.128,0,0.336,0.876000000000001,0.288,15.42,0,0.3896,6.5993,10.5131,1.5605,-154.95,101.12,63.4150000000001,141.71,23,12.745,0.05562,90.9299999999999,0,0,0,0,6.0089,0,0,11.22,36.855,2.16,9.19800000000001,1.6,1.6,4.2,0,0.141906,0.47014,2.1919,0.48393,9.4795,0.257301,0,2.3717,0,100.32,11.25,13.369,9.07499999999999,14.21,20.375,25.45,20.5,0,31.075,10.86,1.04,0.184,167.73,32.44,133.57,55.6,11.988,9.765,9.765,8.75,0.09587
2024-09-19 12:00,0,11.872,31.16,0,1.28,9.12599999999999,5.4676,150.41,0.381,8.92,2.24,353.09,2.696,4.664,14.562,0.8,7.55199999999999,16.716,2.976,3.392,3.008,89.3280000000001,0.696,23.136,4.16,2.224,31.224,0,0.432,0.875999999999999,0.24,11.82,0,1.35934,6.73870000000001,11.003,2.2505,-177.18,128.33,58.702,167.54,22,14.841,0.05351,99.96,0,0,0,0,6.88510000000001,0,0,12.6,54.315,2.31,12.096,0.5,0.5,3.6,0,0.166839,0.19566,2.0838,0.73172,11.107,0,0,1.8245,0,116.9,15.175,17.371,10.175,21.431,22.025,33.575,36.325,0,26.725,15.3,1,0.368,148.04,32.12,186.49,54.5999999999999,7.696,12.95,12.95,12,0.13189
2024-09-19 13:00,0,21.63,30.22,0,1.28,11.925,5.62580000000001,143.05,0.189,8.04999999999998,1.96,228.69,2.768,3.616,8.69400000000002,0.576000000000001,6.67200000000001,9.97199999999998,1.968,1.808,2.272,48.8159999999999,0.408,19.664,4.64,0.928000000000001,19.044,0,0.32,0.864000000000001,0.18,12.36,0,0.35217,9.333,30.82,2.0479,-136.92,82.81,53.033,118.41,21,8.72899999999999,0.04515,65.0699999999999,0,0,0,0,5.5044,0,0,8.37,25.38,1.35,7.64400000000001,1.4,1.4,4.3,0,0.07603,0.28022,2.8153,0.374029999999999,6.28960000000001,0,0,1.4974,0,102.68,9.52499999999998,11.252,7.09999999999999,13.688,9.67500000000001,11.55,23.225,0,20.65,9.48000000000002,0.792,0.144,118.85,31.17,122.88,60.2000000000001,13.394,9.09999999999999,9.09999999999999,8,0.07839
